account_id,creative_id,ad_id,creative_name,url_link
1364548356917542,23845203540830048,23845203540680048,Ready for hybrid cloud? 2020-08-01-07a69c19dc3e7b6260e38bb98aaf8373,https://fb.me/
1364548356917542,23845203681020048,23845203662840048,App-Centric Path to Cloud 2020-08-01-fb2d82ff1e385e976b2780628a080231,https://fb.me/
1364548356917542,23845203679230048,23845203678810048,Modern apps too complex? 2020-08-01-5f08398f728944745bf7a55de9e06538,https://fb.me/
1364548356917542,23845203656870048,23845203656640048,HCI is the Way Forward 2020-08-01-d88b56311a5956515d026109da29dd18,https://fb.me/
1364548356917542,23845203615120048,23845203614710048,Cloud Success Simplified 2020-08-01-3c02f8028426bb58c3d8c2ba0d6ff701,https://fb.me/
1364548356917542,23845203608560048,23845203607860048,Hybrid Cloud Delivers 2020-08-01-5976f148da6f52dd7bc36f8359acbd1f,https://fb.me/
1364548356917542,23845203598120048,23845203590460048,Modern apps too complex? 2020-08-01-1b07901a707e616e7f7714d6b5061e41,https://fb.me/
1364548356917542,23845203589370048,23845203588300048,Modern apps too complex? 2020-08-01-c0bb26b13e7d814cc3072c5050366bf1,https://fb.me/
1364548356917542,23845203549690048,23845203546600048,Ready for hybrid cloud? 2020-08-01-e8b0b56b7ac28fe84905cbf6ad420ae9,https://fb.me/
1364548356917542,23845203510560048,23845203509740048,VMware 2020-08-01-d021bd081aea483bd6ecda448a5f032d,https://fb.me/
1364548356917542,23844342405420048,23845041380330048,VMware Customer Story 2020-02-28-4c1a6bebe3224c17868438db2f7dd5e6,https://www.vmware.com/it-priorities/empower-digital-workspace.html?src=sp_5e59691b0ae46&cid=7012H000000wiUWQAY
1364548356917542,23844342415940048,23845041380360048,Next Gen Patient Care 2020-02-28-332d9261b9e43644103974af1b440556,https://www.vmware.com/it-priorities/empower-digital-workspace.html?src=sp_5e59691b0ae46&cid=7012H000000wiUWQAY
1364548356917542,23844342413200048,23845041380320048,VMware Customer Story 2020-02-28-1b08db0bef9df9279a50976f7f4eaf46,https://www.vmware.com/it-priorities/empower-digital-workspace.html?src=sp_5e59691b0ae46&cid=7012H000000wiUWQAY
1364548356917542,23844357685730048,23845041380350048,Next Gen Patient Care 2020-03-02-af9bb903063a1b4ddb7d3241a2edd935,https://www.vmware.com/it-priorities/empower-digital-workspace.html?src=sp_5e59691b0ae46&cid=7012H000000wiUWQAY
1364548356917542,23844677177070048,23844661561970048,Three Ways to Scale 2020-05-07-2ae355766d14e02e56ab47da0eb9b38b,https://fb.me/
1364548356917542,23844661175450048,23844661117140048,{{product.name}} 2020-05-04-a1a3c7f9e77fb81acbe20a6131e1726b,
1364548356917542,23844685258470048,23844685245230048,New Forrester Study 2020-05-08-3115efab70abe6befc1849a1f40ba5ed,https://fb.me/
1364548356917542,23844685263920048,23844685245280048,Lower cost. Greater agility. 2020-05-08-4e17ad843c7859c89b0cc057cd8a6a43,https://fb.me/
1364548356917542,23844686079140048,23844685245240048,HCI Workload Resource Kit 2020-05-08-83f1728734d1725ae44faef4ddb5d11d,https://fb.me/
1364548356917542,23844685302270048,23844685245220048,Why Consolidate on HCI 2020-05-08-08b7381da90a0b21b5dfe4f471f02a2e,https://fb.me/
1364548356917542,23845057382090048,23845057070620048,Enabling Remote Employees 2020-07-06-bdeaabcc347cde77e37dcbc709c7f3fa,https://fb.me/
1364548356917542,23845057384270048,23845057069080048,Enabling Remote Employees 2020-07-06-6d92ee3dabb67de4a87ae6e1ed6691ba,https://fb.me/
1364548356917542,23845057385770048,23845057060920048,Enabling Remote Employees 2020-07-06-79446dbdea72c51ee7bf10f033230279,https://fb.me/
1364548356917542,23845089757900048,23845089723870048,VMware 2020-07-12-65c9b4c81a1050e233b5dfa28d067082,https://fb.me/
1364548356917542,23845089779970048,23845089766250048,VMware 2020-07-12-e42da69945961bba8e5f380fb5970f79,https://fb.me/
